rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
0.9	9.9	94.8	10.2	2.8	403.8
0.1	12.9	184.6	10.2	3.8	403.8
0.1	14.7	190.3	10.2	4.3	403.8
3.6	14.6	92.5	10.3	4.1	403.8
0.1	6.2	268.8	10.3	3.4	403.8
0.0	1.5	103.2	10.3	2.2	403.8
0.0	2.9	287.9	10.3	3.0	403.8
0.0	5.4	290.7	10.3	3.2	403.8
15.2	11.4	182.9	10.3	4.1	403.8
8.7	5.8	29.4	10.3	3.8	403.8
0.0	4.7	298.6	10.3	3.0	403.8
0.0	3.8	282.7	10.4	3.1	403.8
4.1	3.4	204.7	10.4	2.5	403.8
0.0	1.7	242.4	10.4	2.4	403.8
0.0	4.1	303.2	10.4	3.2	403.8
0.0	5.4	307.0	10.4	3.6	403.8
0.0	6.4	294.6	10.4	4.5	403.8
0.0	-2.0	308.8	10.5	2.0	403.8
0.0	-1.6	313.3	10.5	2.5	403.8
0.0	-1.7	322.3	10.5	2.7	403.8
0.0	1.1	321.0	10.5	3.5	403.8
0.0	3.3	281.9	10.5	3.1	403.8
10.6	9.0	82.7	10.6	3.6	403.8
2.0	7.0	41.4	10.6	4.2	403.8
0.1	2.5	209.9	10.6	2.6	403.8
0.3	1.2	105.3	10.6	1.4	403.8
6.8	3.4	86.1	10.6	2.0	403.8
28.0	5.9	15.4	10.7	2.3	403.8
19.8	4.5	22.4	10.7	3.4	403.8
0.5	-0.8	125.1	10.7	1.9	403.8
0.1	-0.7	167.2	10.7	2.1	403.8
0.0	-3.4	316.9	10.8	2.2	403.8
0.0	-2.0	350.0	10.8	2.4	403.8
0.0	-1.4	348.6	10.8	2.8	403.8
0.2	2.7	228.6	10.8	3.1	403.8
0.0	3.7	65.8	10.9	2.1	403.8
1.9	6.6	118.9	10.9	3.1	403.8
4.0	6.7	64.6	10.9	2.3	403.8
2.0	4.8	48.1	10.9	1.6	403.8
0.2	5.0	49.6	11.0	1.7	403.8
14.3	6.7	56.2	11.0	2.3	403.8
12.5	5.7	39.0	11.0	2.0	403.8
0.9	9.6	123.9	11.0	4.0	403.8
2.6	17.1	208.8	11.1	5.3	403.8
6.1	9.7	66.2	11.1	6.1	403.8
39.4	3.2	28.4	11.1	1.5	403.8
1.4	0.4	42.2	11.2	2.0	403.8
0.1	0.6	313.8	11.2	2.8	403.8
0.2	4.1	386.6	11.2	4.3	403.8
0.1	5.9	260.9	11.2	4.7	403.8
8.7	10.4	223.2	11.3	5.3	403.8
2.7	11.2	69.1	11.3	3.9	403.8
31.9	13.5	78.0	11.3	4.1	403.8
3.2	6.7	102.9	11.4	5.7	403.8
0.1	0.9	248.0	11.4	3.0	403.8
0.0	3.1	413.9	11.4	3.9	403.8
0.1	5.1	390.3	11.4	4.8	403.8
0.1	8.2	359.0	11.5	6.2	403.8
0.5	13.2	256.2	11.5	6.4	404.4
13.5	16.7	205.5	11.5	5.8	404.4
2.7	9.1	115.2	11.6	5.1	404.4
18.6	8.5	116.3	11.6	3.5	404.4
7.5	9.6	122.7	11.6	4.2	404.4
6.7	7.9	29.9	11.7	6.0	404.4
0.0	5.1	432.9	11.7	4.0	404.4
0.0	5.7	419.4	11.7	4.5	404.4
0.8	8.0	206.2	11.7	4.0	404.4
2.0	6.9	55.2	11.8	3.2	404.4
17.4	10.6	268.1	11.8	5.3	404.4
25.8	8.9	19.8	11.8	1.9	404.4
1.4	10.9	39.6	11.9	4.6	404.4
0.1	18.3	403.7	11.9	7.0	404.4
10.0	15.3	86.5	11.9	7.7	404.4
0.3	11.1	140.6	12.0	5.3	404.4
2.0	13.3	109.8	12.0	8.0	404.4
11.1	6.9	26.9	12.0	2.0	404.4
16.1	7.5	43.6	12.1	2.6	404.4
0.0	5.9	433.7	12.1	5.1	404.4
0.0	5.7	436.3	12.1	3.9	404.4
6.1	3.5	103.3	12.1	2.3	404.4
15.2	5.5	82.1	12.2	2.9	404.4
0.6	6.4	202.7	12.2	3.7	404.4
27.3	10.5	93.3	12.2	5.7	404.4
5.6	12.3	63.1	12.3	3.3	404.4
38.6	11.4	40.9	12.3	3.8	404.4
11.7	13.7	67.4	12.3	6.2	404.4
2.8	8.2	84.2	12.4	3.3	404.4
0.7	9.8	357.1	12.4	5.4	404.4
0.9	6.3	250.0	12.4	5.0	404.4
0.2	5.8	217.6	12.5	4.2	404.8
0.1	11.4	508.7	12.5	7.5	404.8
5.4	16.8	353.7	12.5	8.5	404.8
7.5	15.0	38.3	12.5	7.1	404.8
11.0	9.7	122.6	12.6	4.9	404.8
37.5	7.3	36.0	12.6	2.2	404.8
11.7	6.8	31.0	12.6	3.2	404.8
0.9	6.4	278.1	12.7	5.7	404.8
0.0	10.0	474.9	12.7	6.9	404.8
0.4	9.8	184.2	12.7	6.2	404.8
2.4	14.3	460.6	12.8	7.8	404.8
1.3	17.1	274.7	12.8	7.2	404.8
2.1	18.1	122.9	12.8	6.3	404.8
25.7	11.4	30.6	12.8	8.1	404.8
3.3	7.2	54.9	12.9	2.9	404.8
5.9	11.1	56.3	12.9	5.0	404.8
14.6	9.9	33.4	12.9	5.7	404.8
33.3	7.2	53.3	13.0	3.9	404.8
0.1	9.2	436.6	13.0	5.6	404.8
29.1	10.3	266.5	13.0	4.2	404.8
28.9	14.0	57.3	13.0	8.1	404.8
4.7	20.6	141.8	13.1	6.6	404.8
0.0	23.8	472.9	13.1	9.8	404.8
0.0	24.8	544.9	13.1	9.5	404.8
2.6	24.6	530.2	13.1	10.1	404.8
35.8	17.8	196.5	13.2	12.2	404.8
0.3	12.3	328.0	13.2	6.3	404.8
0.0	13.0	315.7	13.2	6.5	404.8
0.0	15.1	497.1	13.3	8.0	404.8
4.1	11.5	142.5	13.3	5.6	404.8
0.9	11.2	294.3	13.3	6.6	405.3
0.0	12.1	512.1	13.3	6.7	405.3
1.2	11.6	170.3	13.4	4.6	405.3
0.3	12.0	364.4	13.4	7.0	405.3
0.0	13.5	602.6	13.4	8.6	405.3
5.1	16.3	431.2	13.4	7.7	405.3
2.5	15.4	64.4	13.5	5.4	405.3
1.6	14.2	150.5	13.5	6.3	405.3
0.9	13.6	59.1	13.5	4.3	405.3
0.1	16.4	373.8	13.5	7.6	405.3
7.6	16.9	180.9	13.6	6.4	405.3
1.0	17.7	60.4	13.6	4.1	405.3
0.1	18.4	407.2	13.6	10.2	405.3
0.1	20.5	544.6	13.6	10.2	405.3
3.5	20.5	425.7	13.6	9.1	405.3
5.6	16.8	110.3	13.7	7.9	405.3
0.1	17.7	311.0	13.7	7.2	405.3
0.4	19.6	261.1	13.7	7.9	405.3
0.1	19.6	363.0	13.7	9.2	405.3
24.5	16.7	72.5	13.7	4.4	405.3
0.6	16.6	94.0	13.8	4.2	405.3
0.2	18.2	342.2	13.8	8.7	405.3
0.5	19.4	263.0	13.8	8.1	405.3
0.6	17.8	251.1	13.8	8.6	405.3
0.0	20.0	586.0	13.8	10.6	405.3
0.0	21.9	563.2	13.9	11.5	405.3
0.0	24.0	598.9	13.9	11.1	405.3
0.0	21.9	565.0	13.9	11.2	405.3
0.6	23.4	573.8	13.9	9.8	405.3
1.3	19.6	208.0	13.9	7.3	405.3
0.0	21.6	452.1	13.9	10.0	405.3
11.3	20.6	207.9	13.9	10.6	404.4
0.6	17.0	120.3	14.0	5.2	404.4
14.7	22.2	280.6	14.0	9.8	404.4
9.1	19.1	73.5	14.0	7.8	404.4
0.1	21.7	570.9	14.0	11.5	404.4
0.0	22.8	608.8	14.0	12.0	404.4
0.0	24.5	537.8	14.0	12.0	404.4
22.1	24.5	420.9	14.0	9.0	404.4
7.6	24.0	244.5	14.0	7.5	404.4
3.5	24.5	307.6	14.0	9.0	404.4
9.9	25.3	260.3	14.0	8.9	404.4
15.5	25.5	371.8	14.1	10.7	404.4
9.6	24.8	385.0	14.1	9.0	404.4
6.3	23.5	125.4	14.1	6.6	404.4
3.7	21.3	40.6	14.1	4.9	404.4
0.0	21.1	305.3	14.1	8.6	404.4
6.4	22.4	445.1	14.1	10.4	404.4
11.7	18.6	74.4	14.1	4.2	404.4
14.8	22.4	86.3	14.1	7.9	404.4
13.1	23.3	48.2	14.1	5.7	404.4
0.6	21.8	67.6	14.1	6.0	404.4
0.1	23.1	386.3	14.1	9.2	404.4
12.9	24.1	399.7	14.1	7.5	404.4
4.5	24.7	378.6	14.1	8.3	404.4
21.5	23.6	301.2	14.1	7.9	404.4
0.9	25.3	472.9	14.1	11.4	404.4
2.4	26.9	587.7	14.1	12.2	404.4
2.0	27.3	594.4	14.1	11.4	404.4
12.4	26.5	486.5	14.1	9.8	404.4
20.8	26.1	384.8	14.1	9.2	404.4
13.7	25.8	408.0	14.1	9.0	401.7
11.0	25.3	493.6	14.1	9.7	401.7
11.4	24.9	398.7	14.0	8.6	401.7
11.3	25.0	383.2	14.0	9.8	401.7
9.2	25.6	450.4	14.0	9.8	401.7
6.1	26.6	472.8	14.0	10.3	401.7
10.7	26.3	458.4	14.0	10.8	401.7
20.8	25.7	298.5	14.0	8.7	401.7
24.4	25.4	382.9	14.0	9.5	401.7
22.9	25.5	315.0	14.0	8.7	401.7
10.3	25.7	248.6	14.0	8.4	401.7
12.8	26.4	451.3	14.0	9.5	401.7
19.4	26.5	538.6	13.9	9.5	401.7
17.8	26.2	439.2	13.9	9.2	401.7
13.9	26.3	405.0	13.9	8.9	401.7
11.8	27.1	394.3	13.9	8.9	401.7
9.0	25.9	154.0	13.9	8.0	401.7
8.6	26.7	500.0	13.9	10.1	401.7
3.2	24.0	146.6	13.9	8.2	401.7
1.0	23.0	75.0	13.8	5.3	401.7
13.4	24.9	351.3	13.8	9.2	401.7
15.8	25.7	330.4	13.8	9.7	401.7
20.5	26.3	500.6	13.8	9.6	401.7
2.1	26.5	349.4	13.8	8.6	401.7
14.0	26.7	544.0	13.7	9.8	401.7
12.5	26.2	430.9	13.7	9.3	401.7
8.5	26.2	509.9	13.7	9.6	401.7
3.4	26.4	561.2	13.7	9.7	401.7
10.4	26.6	563.4	13.7	9.7	401.7
4.9	27.0	554.5	13.6	10.5	401.7
10.4	27.0	521.2	13.6	10.4	401.7
7.0	27.0	489.8	13.6	9.8	399.3
8.0	27.4	528.5	13.6	10.4	399.3
1.3	27.7	571.6	13.6	10.5	399.3
7.1	27.2	563.1	13.5	10.8	399.3
1.4	27.7	537.9	13.5	11.0	399.3
6.2	27.5	527.9	13.5	10.1	399.3
7.2	27.4	495.2	13.5	9.8	399.3
4.3	27.5	503.2	13.4	10.5	399.3
7.7	27.0	525.8	13.4	9.8	399.3
10.8	27.1	497.3	13.4	9.9	399.3
7.5	27.0	513.0	13.4	10.8	399.3
6.2	26.8	536.5	13.3	10.1	399.3
11.0	26.4	494.8	13.3	9.5	399.3
4.7	26.4	480.1	13.3	9.6	399.3
14.0	26.0	499.8	13.3	8.9	399.3
6.3	25.8	412.6	13.2	8.5	399.3
2.7	25.7	374.1	13.2	7.4	399.3
4.0	24.9	129.0	13.2	5.9	399.3
3.8	24.6	42.6	13.2	3.8	399.3
2.3	24.2	39.7	13.1	1.9	399.3
0.7	24.6	107.2	13.1	5.5	399.3
0.5	23.9	167.0	13.1	7.3	399.3
0.2	24.7	521.1	13.1	9.6	399.3
0.1	25.3	531.2	13.0	10.2	399.3
0.0	25.9	539.6	13.0	10.5	399.3
0.2	26.5	527.4	13.0	10.5	399.3
0.0	26.6	527.9	12.9	10.9	399.3
0.0	25.5	521.6	12.9	10.3	399.3
0.0	26.1	496.3	12.9	9.6	399.3
0.0	27.3	484.1	12.9	9.4	399.3
8.2	24.8	502.7	12.8	9.9	399.3
0.2	25.8	477.6	12.8	8.4	398.5
0.0	25.1	243.7	12.8	8.4	398.5
0.0	25.7	328.9	12.7	8.0	398.5
4.1	25.1	95.8	12.7	6.9	398.5
1.3	24.5	190.8	12.7	6.9	398.5
0.3	22.2	205.0	12.7	6.8	398.5
0.0	22.4	466.4	12.6	8.0	398.5
0.1	25.3	357.2	12.6	8.4	398.5
10.3	25.4	388.4	12.6	8.5	398.5
0.0	25.6	472.4	12.5	8.8	398.5
0.0	22.8	462.3	12.5	8.7	398.5
0.0	23.8	474.7	12.5	7.9	398.5
4.8	24.4	197.1	12.4	7.7	398.5
17.6	23.9	225.7	12.4	7.0	398.5
2.8	22.9	44.9	12.4	3.7	398.5
12.2	23.1	158.4	12.4	4.5	398.5
13.8	22.8	116.2	12.3	4.8	398.5
7.1	23.3	293.6	12.3	6.9	398.5
6.5	23.6	332.6	12.3	7.5	398.5
0.3	23.8	324.2	12.2	7.4	398.5
0.2	24.8	383.7	12.2	7.7	398.5
0.5	24.4	352.8	12.2	6.9	398.5
0.5	22.6	251.6	12.1	6.3	398.5
0.0	21.7	363.9	12.1	6.3	398.5
0.0	19.7	327.7	12.1	7.6	398.5
0.0	18.6	454.4	12.1	7.1	398.5
3.4	19.2	191.3	12.0	5.5	398.5
2.5	18.7	44.0	12.0	4.2	398.5
1.1	20.9	86.9	12.0	5.0	398.5
0.1	19.9	335.6	11.9	7.1	398.5
0.0	20.2	323.4	11.9	7.9	398.9
0.1	21.5	424.6	11.9	8.2	398.9
0.0	21.8	417.9	11.8	8.6	398.9
0.0	18.1	405.1	11.8	7.4	398.9
0.0	18.3	438.2	11.8	8.0	398.9
0.0	20.6	381.5	11.8	7.6	398.9
0.0	15.8	238.7	11.7	5.9	398.9
0.0	16.7	429.0	11.7	7.2	398.9
0.0	17.0	425.8	11.7	7.0	398.9
0.0	18.0	416.0	11.6	7.4	398.9
0.0	18.6	407.4	11.6	7.5	398.9
0.0	19.2	403.2	11.6	7.7	398.9
0.0	19.5	398.2	11.5	7.0	398.9
0.0	18.8	385.1	11.5	6.9	398.9
0.0	18.4	366.2	11.5	7.1	398.9
0.0	18.0	398.4	11.5	7.1	398.9
0.0	15.2	397.8	11.4	6.0	398.9
0.6	17.1	383.6	11.4	6.2	398.9
0.3	18.2	164.6	11.4	5.3	398.9
0.0	15.9	381.6	11.3	6.7	398.9
0.8	18.8	308.0	11.3	6.8	398.9
19.8	16.0	39.6	11.3	4.9	398.9
15.1	10.8	24.5	11.3	2.9	398.9
0.0	9.0	313.5	11.2	3.9	398.9
0.0	9.2	267.3	11.2	3.4	398.9
0.1	10.9	198.5	11.2	4.5	398.9
0.0	7.9	370.7	11.1	4.9	398.9
0.0	6.8	380.7	11.1	4.2	398.9
0.0	8.4	360.7	11.1	4.8	398.9
0.1	11.3	310.9	11.1	5.4	398.9
0.1	12.2	312.8	11.0	5.4	398.9
0.0	12.8	321.4	11.0	5.1	401.2
0.0	12.4	135.4	11.0	4.7	401.2
0.0	12.5	317.5	10.9	5.2	401.2
0.0	14.5	341.7	10.9	5.5	401.2
0.0	15.6	275.0	10.9	6.0	401.2
0.0	16.8	306.4	10.9	5.5	401.2
0.0	11.7	328.9	10.8	4.9	401.2
0.0	11.3	343.4	10.8	4.7	401.2
0.0	7.4	344.4	10.8	4.0	401.2
0.0	9.3	340.2	10.8	4.9	401.2
0.0	12.5	325.2	10.7	5.4	401.2
0.0	13.0	114.7	10.7	4.2	401.2
0.0	13.0	257.8	10.7	5.4	401.2
0.0	12.3	329.7	10.7	4.5	401.2
0.0	8.6	332.4	10.7	4.7	401.2
0.0	9.4	332.6	10.6	5.2	401.2
0.0	12.1	325.3	10.6	5.4	401.2
0.0	9.0	284.8	10.6	4.2	401.2
0.0	11.0	312.6	10.6	5.3	401.2
0.0	14.7	314.6	10.5	6.3	401.2
0.0	8.8	321.2	10.5	4.5	401.2
0.0	11.3	298.7	10.5	4.6	401.2
0.0	12.4	298.4	10.5	5.0	401.2
0.0	10.8	295.6	10.5	4.7	401.2
0.0	7.7	299.2	10.4	4.0	401.2
0.0	10.0	295.1	10.4	4.2	401.2
0.0	8.5	247.2	10.4	4.0	401.2
0.0	8.8	288.1	10.4	4.3	401.2
0.0	9.5	283.5	10.4	4.4	401.2
0.0	9.1	290.7	10.4	4.2	401.2
0.0	9.7	285.5	10.3	4.1	403.4
23.0	9.8	28.7	10.3	2.2	403.4
29.8	8.8	25.1	10.3	1.5	403.4
3.0	9.4	24.1	10.3	1.5	403.4
2.2	10.0	91.5	10.3	2.9	403.4
0.1	6.2	83.2	10.3	2.5	403.4
0.1	6.3	213.7	10.3	3.2	403.4
0.2	8.7	222.5	10.3	3.5	403.4
0.4	9.1	125.5	10.3	3.5	403.4
0.5	13.9	161.4	10.2	3.9	403.4
7.9	14.6	67.0	10.2	3.1	403.4
3.8	8.0	21.7	10.2	2.8	403.4
2.7	3.1	30.0	10.2	1.8	403.4
0.0	2.5	139.2	10.2	1.4	403.4
2.0	2.7	65.2	10.2	1.2	403.4
0.3	3.4	103.0	10.2	2.4	403.4
0.0	1.7	258.2	10.2	2.0	403.4
2.1	3.8	212.0	10.2	2.5	403.4
4.7	5.3	30.1	10.2	1.8	403.4
0.1	4.1	271.3	10.2	3.1	403.4
0.4	5.6	236.1	10.2	3.2	403.4
22.8	7.5	37.9	10.2	2.0	403.4
0.0	3.0	213.1	10.2	3.3	403.4
0.0	-0.7	282.1	10.2	2.2	403.4
1.7	2.3	277.0	10.2	2.6	403.4
0.1	-0.3	89.2	10.2	2.2	403.4
0.0	-3.6	284.9	10.2	1.5	403.4
0.0	-4.8	284.7	10.2	1.6	403.4
0.0	-3.1	283.4	10.2	1.9	403.4
0.0	-0.8	244.6	10.2	2.4	403.4
0.0	4.5	235.8	10.2	3.1	403.4
0.0	2.9	263.8	10.2	3.2	405.5
0.0	0.2	282.4	10.2	2.3	405.5
2.8	0.4	65.4	10.2	1.9	405.5
0.0	0.3	289.3	10.2	2.3	405.5
0.0	0.8	290.2	10.3	2.4	405.5
0.0	-4.5	297.0	10.3	1.6	405.5
0.0	-1.6	302.6	10.3	2.7	405.5
0.0	1.2	293.0	10.3	3.4	405.5
0.0	3.9	215.5	10.3	3.2	405.5
0.0	0.6	299.6	10.3	2.7	405.5
0.0	-1.6	305.3	10.3	2.6	405.5
0.0	0.9	297.4	10.3	3.1	405.5
0.0	5.6	205.1	10.3	3.5	405.5
0.8	8.3	116.6	10.4	3.4	405.5
9.2	2.5	27.8	10.4	2.9	405.5
0.0	-2.5	307.3	10.4	2.2	405.5
0.0	-3.1	312.2	10.4	2.3	405.5
0.0	-0.6	306.0	10.4	3.0	405.5
0.0	2.3	304.2	10.4	3.5	405.5
0.0	6.2	308.1	10.5	4.0	405.5
0.1	10.4	292.8	10.5	5.0	405.5
0.0	7.8	311.4	10.5	4.4	405.5
0.0	11.4	303.0	10.5	5.7	405.5
1.4	8.9	250.3	10.5	5.6	405.5
0.0	0.4	230.8	10.6	1.8	405.5
0.0	0.6	251.7	10.6	2.3	405.5
2.1	3.4	68.9	10.6	2.0	405.5
9.4	3.8	73.7	10.6	2.3	405.5
0.1	2.8	106.7	10.7	2.6	405.5
10.1	6.3	111.3	10.7	3.1	405.5
24.3	4.7	41.2	10.7	4.2	405.5
0.0	-1.4	348.1	10.7	2.0	406.7
0.0	0.5	341.9	10.8	2.4	406.7
0.4	1.9	319.1	10.8	2.6	406.7
0.1	-0.5	236.4	10.8	2.4	406.7
0.0	-0.5	355.7	10.8	2.6	406.7
0.0	0.2	358.4	10.9	3.0	406.7
0.0	2.6	359.0	10.9	4.0	406.7
0.0	4.7	363.9	10.9	4.6	406.7
0.0	5.8	216.1	10.9	4.2	406.7
0.0	2.4	371.8	11.0	3.9	406.7
0.0	5.2	365.1	11.0	4.6	406.7
0.0	8.5	275.2	11.0	5.2	406.7
0.0	10.1	320.1	11.0	5.8	406.7
0.0	12.6	209.1	11.1	5.7	406.7
0.2	13.1	246.6	11.1	6.3	406.7
0.8	15.4	362.2	11.1	7.2	406.7
27.3	5.8	77.3	11.1	4.4	406.7
1.2	3.1	78.9	11.2	2.1	406.7
0.1	8.5	191.1	11.2	3.9	406.7
0.6	15.9	354.7	11.2	6.0	406.7
10.4	16.1	86.7	11.3	3.9	406.7
21.4	7.9	50.8	11.3	5.0	406.7
0.2	6.0	172.7	11.3	3.5	406.7
0.3	10.9	325.9	11.4	5.7	406.7
6.2	14.6	117.1	11.4	5.1	406.7
10.0	8.6	24.8	11.4	4.8	406.7
4.4	5.3	38.6	11.4	2.2	406.7
0.0	5.5	227.7	11.5	2.8	406.7
1.0	7.8	160.8	11.5	3.7	406.7
0.3	10.1	187.4	11.5	5.0	407.5
0.1	14.2	332.9	11.6	7.2	407.5
6.1	16.2	375.3	11.6	7.0	407.5
9.3	9.7	29.0	11.6	5.7	407.5
9.4	5.9	50.7	11.6	2.2	407.5
0.6	8.6	232.8	11.7	4.5	407.5
7.6	10.2	83.6	11.7	2.9	407.5
16.2	11.8	43.3	11.7	4.0	407.5
9.5	10.2	83.8	11.8	2.9	407.5
20.2	9.8	42.8	11.8	5.4	407.5
0.6	5.6	97.8	11.8	2.8	407.5
0.3	7.0	221.7	11.9	4.4	407.5
2.0	12.5	325.9	11.9	7.4	407.5
7.2	7.3	101.8	11.9	4.5	407.5
0.0	4.3	261.6	12.0	3.5	407.5
2.4	5.2	268.6	12.0	3.1	407.5
1.8	7.5	127.0	12.0	3.8	407.5
40.4	9.1	34.4	12.0	2.9	407.5
7.2	9.0	56.7	12.1	2.8	407.5
23.7	8.5	194.2	12.1	3.0	407.5
13.5	7.3	33.0	12.1	4.7	407.5
0.1	6.8	295.3	12.2	4.7	407.5
2.4	11.8	285.7	12.2	5.9	407.5
7.5	16.9	246.0	12.2	7.9	407.5
2.7	13.4	76.1	12.3	2.5	407.5
5.9	18.7	294.2	12.3	8.5	407.5
7.1	20.8	427.4	12.3	8.5	407.5
2.0	13.8	83.3	12.4	5.3	407.5
0.1	19.8	350.5	12.4	9.0	407.5
0.4	21.0	367.0	12.4	8.7	407.5
0.0	22.8	398.3	12.4	9.4	407.5
1.5	18.1	338.5	12.5	11.5	408.2
0.4	10.3	390.6	12.5	4.8	408.2
4.4	21.8	440.5	12.5	11.2	408.2
5.9	10.2	60.3	12.6	8.9	408.2
6.6	8.0	197.4	12.6	3.7	408.2
21.3	8.0	87.0	12.6	3.0	408.2
16.5	8.8	31.1	12.7	3.1	408.2
6.0	8.7	111.3	12.7	4.1	408.2
1.8	8.0	273.0	12.7	4.1	408.2
12.4	6.8	69.0	12.7	1.9	408.2
0.5	8.3	399.2	12.8	5.5	408.2
0.0	9.5	380.5	12.8	6.4	408.2
6.4	10.0	197.6	12.8	5.2	408.2
12.4	7.4	56.0	12.9	1.2	408.2
15.6	7.6	41.0	12.9	2.0	408.2
0.8	10.5	341.6	12.9	5.9	408.2
0.0	10.7	258.2	12.9	5.6	408.2
28.2	13.1	166.3	13.0	5.4	408.2
0.5	13.8	230.6	13.0	5.6	408.2
0.1	16.9	492.4	13.0	9.1	408.2
0.1	18.1	483.7	13.1	9.1	408.2
0.2	15.7	202.6	13.1	6.2	408.2
0.0	18.7	575.7	13.1	10.2	408.2
0.0	21.3	522.3	13.1	9.9	408.2
23.9	21.1	259.7	13.2	8.4	408.2
8.1	21.1	238.4	13.2	7.4	408.2
0.0	23.2	464.8	13.2	10.9	408.2
0.2	24.3	546.7	13.3	10.8	408.2
26.6	22.2	333.8	13.3	11.3	408.2
24.0	14.1	83.4	13.3	4.4	408.2
34.3	12.9	36.5	13.3	4.5	408.9
2.2	10.3	54.1	13.4	3.7	408.9
1.4	13.3	519.5	13.4	7.1	408.9
11.4	13.2	168.2	13.4	5.6	408.9
0.6	14.2	191.8	13.4	6.9	408.9
0.1	17.5	525.5	13.5	9.3	408.9
11.3	19.5	283.6	13.5	8.3	408.9
0.0	13.9	500.8	13.5	9.4	408.9
0.0	15.0	616.5	13.5	9.9	408.9
0.3	17.9	449.6	13.5	8.5	408.9
0.3	16.4	96.8	13.6	4.9	408.9
0.6	18.3	398.3	13.6	8.8	408.9
12.2	17.3	166.6	13.6	5.9	408.9
0.7	17.3	184.5	13.6	5.5	408.9
18.2	21.2	386.3	13.7	9.3	408.9
0.8	20.3	220.1	13.7	9.5	408.9
2.4	22.1	457.1	13.7	9.9	408.9
0.0	23.5	510.6	13.7	10.0	408.9
8.9	23.2	338.5	13.7	8.5	408.9
26.4	20.4	31.9	13.8	5.9	408.9
3.8	18.5	59.4	13.8	3.9	408.9
4.8	18.7	108.4	13.8	4.1	408.9
2.9	19.7	136.1	13.8	5.4	408.9
0.7	19.3	360.1	13.8	8.9	408.9
0.1	19.6	605.6	13.8	9.7	408.9
0.0	19.1	573.7	13.9	9.5	408.9
2.9	19.6	510.1	13.9	10.2	408.9
0.0	21.6	581.2	13.9	11.2	408.9
0.0	23.0	606.9	13.9	11.9	408.9
0.0	23.1	621.6	13.9	10.5	408.9
0.1	24.9	584.9	13.9	10.8	408.9
56.4	19.4	236.1	14.0	11.9	408.2
0.0	15.9	481.4	14.0	8.5	408.2
0.1	16.9	633.8	14.0	9.5	408.2
0.0	19.2	611.7	14.0	10.0	408.2
0.1	21.8	543.4	14.0	11.2	408.2
0.1	24.4	583.7	14.0	11.0	408.2
0.1	24.8	392.0	14.0	10.7	408.2
1.5	25.0	517.8	14.0	10.6	408.2
19.4	22.3	70.1	14.0	4.5	408.2
1.0	23.9	496.2	14.0	10.1	408.2
0.1	23.9	505.9	14.0	9.6	408.2
0.0	23.6	608.1	14.1	10.7	408.2
0.4	25.3	593.3	14.1	10.4	408.2
15.9	24.0	194.1	14.1	7.5	408.2
0.2	21.4	235.8	14.1	8.1	408.2
2.1	21.8	617.8	14.1	10.2	408.2
1.8	23.5	594.7	14.1	11.2	408.2
1.5	24.4	531.5	14.1	10.8	408.2
0.0	22.8	149.3	14.1	9.5	408.2
7.7	21.7	193.4	14.1	6.0	408.2
11.0	22.9	138.4	14.1	5.8	408.2
10.5	23.1	113.8	14.1	5.6	408.2
18.6	23.7	279.3	14.1	8.1	408.2
26.2	23.4	156.4	14.1	6.0	408.2
16.8	23.0	106.9	14.1	5.5	408.2
4.0	24.0	199.0	14.1	7.3	408.2
2.9	24.5	186.6	14.1	7.7	408.2
15.4	24.1	157.2	14.1	6.8	408.2
17.2	24.7	289.2	14.1	8.0	408.2
1.0	23.9	84.0	14.1	4.3	408.2
0.8	24.5	205.3	14.1	7.6	405.4
5.6	25.9	431.2	14.0	10.5	405.4
1.2	26.0	353.2	14.0	9.4	405.4
2.2	25.9	441.1	14.0	10.1	405.4
0.0	25.2	322.9	14.0	9.4	405.4
14.0	24.9	512.0	14.0	9.9	405.4
9.0	25.7	537.8	14.0	10.3	405.4
8.5	26.4	476.5	14.0	10.5	405.4
7.8	26.2	331.6	14.0	9.6	405.4
13.0	26.0	309.5	14.0	9.0	405.4
0.9	25.0	151.9	14.0	6.4	405.4
1.1	25.3	198.7	13.9	6.8	405.4
15.2	26.1	447.8	13.9	10.8	405.4
14.1	26.4	519.7	13.9	9.7	405.4
11.3	26.5	450.5	13.9	9.6	405.4
15.3	26.4	403.1	13.9	8.7	405.4
15.4	26.7	433.5	13.9	9.2	405.4
15.9	26.9	534.7	13.9	9.6	405.4
7.8	27.0	574.1	13.8	10.6	405.4
4.9	26.7	590.2	13.8	11.1	405.4
0.0	26.8	594.2	13.8	10.8	405.4
0.4	26.5	533.4	13.8	10.2	405.4
0.5	26.2	487.5	13.8	10.1	405.4
0.1	27.0	554.9	13.8	10.2	405.4
2.9	27.8	540.4	13.7	11.1	405.4
11.0	27.0	447.6	13.7	9.9	405.4
13.0	26.8	448.9	13.7	9.5	405.4
9.9	26.6	337.5	13.7	8.9	405.4
11.8	26.6	390.2	13.7	9.2	405.4
11.0	25.8	445.6	13.6	10.4	405.4
14.6	25.6	456.0	13.6	9.2	405.4
5.3	26.4	527.6	13.6	10.6	403.0
4.1	26.8	549.2	13.6	10.6	403.0
4.1	26.9	568.8	13.5	10.4	403.0
