rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
0.9	10.1	87.0	10.2	2.7	403.8
0.1	13.0	171.5	10.2	3.7	403.8
0.1	14.6	192.7	10.2	4.4	403.8
3.5	14.6	96.8	10.3	4.1	403.8
0.2	6.3	266.9	10.3	3.4	403.8
0.0	1.7	105.8	10.3	2.2	403.8
0.0	2.9	287.2	10.3	2.9	403.8
0.0	6.3	290.0	10.3	3.4	403.8
11.3	12.0	246.0	10.3	4.3	403.8
9.6	6.9	32.9	10.3	4.0	403.8
0.0	5.0	297.9	10.3	2.9	403.8
0.0	4.7	295.6	10.4	3.1	403.8
0.3	4.9	197.7	10.4	2.9	403.8
0.0	1.0	257.6	10.4	2.2	403.8
0.0	4.7	301.0	10.4	3.4	403.8
0.0	2.8	239.6	10.4	3.0	403.8
15.0	7.5	280.3	10.4	4.0	403.8
8.3	4.2	14.7	10.5	2.4	403.8
8.4	0.8	38.1	10.5	1.6	403.8
12.6	-0.5	60.0	10.5	1.2	403.8
2.2	-1.0	124.9	10.5	1.2	403.8
3.7	1.8	54.9	10.5	2.1	403.8
5.2	8.0	215.0	10.6	3.0	403.8
25.8	9.0	38.2	10.6	3.5	403.8
2.1	1.2	63.7	10.6	2.2	403.8
0.2	-1.4	270.6	10.6	1.9	403.8
0.0	-0.4	331.3	10.6	2.5	403.8
0.0	-1.2	340.2	10.7	2.4	403.8
0.0	3.0	213.4	10.7	2.9	403.8
0.7	4.2	86.8	10.7	2.1	403.8
2.0	8.9	149.6	10.7	3.9	403.8
22.4	13.9	142.3	10.8	4.4	403.8
2.0	2.3	54.5	10.8	3.9	403.8
0.1	1.5	250.0	10.8	2.2	403.8
1.7	2.1	110.2	10.8	1.8	403.8
8.1	3.9	139.2	10.9	2.0	403.8
8.0	4.7	77.5	10.9	3.0	403.8
1.2	0.5	162.9	10.9	2.1	403.8
0.0	-0.7	215.3	10.9	2.7	403.8
0.1	2.2	340.6	11.0	3.3	403.8
0.1	3.0	132.0	11.0	2.4	403.8
0.5	2.4	288.2	11.0	2.7	403.8
10.5	3.1	52.7	11.0	1.8	403.8
28.0	4.2	96.9	11.1	2.9	403.8
8.6	-0.1	59.9	11.1	1.9	403.8
0.1	0.4	308.9	11.1	2.4	403.8
32.8	-0.3	30.0	11.2	1.1	403.8
11.2	0.0	46.1	11.2	0.6	403.8
15.4	0.1	36.1	11.2	0.5	403.8
4.2	0.2	52.2	11.2	0.8	403.8
21.3	2.1	149.2	11.3	2.3	403.8
14.5	1.4	29.4	11.3	2.0	403.8
2.9	1.7	110.7	11.3	2.2	403.8
9.2	2.6	34.7	11.4	1.9	403.8
0.2	2.8	110.0	11.4	2.4	403.8
1.4	2.0	178.7	11.4	2.3	403.8
17.0	0.9	82.6	11.4	2.0	403.8
4.6	3.0	163.5	11.5	3.0	403.8
3.8	0.4	70.6	11.5	2.5	404.4
0.2	0.5	317.7	11.5	3.8	404.4
0.0	4.3	374.2	11.6	4.7	404.4
6.7	8.9	47.3	11.6	4.4	404.4
6.1	11.1	53.4	11.6	4.6	404.4
0.6	5.6	76.5	11.7	3.5	404.4
0.0	3.7	432.9	11.7	3.7	404.4
0.1	6.1	300.7	11.7	4.3	404.4
0.8	8.9	107.8	11.7	4.1	404.4
3.9	13.3	272.0	11.8	8.0	404.4
2.5	6.9	187.3	11.8	3.8	404.4
6.0	7.1	44.9	11.8	3.1	404.4
0.5	6.2	251.4	11.9	4.6	404.4
0.0	3.4	118.4	11.9	3.1	404.4
0.0	2.4	308.9	11.9	4.5	404.4
0.0	1.9	471.9	12.0	4.2	404.4
0.0	4.4	473.3	12.0	5.3	404.4
0.0	7.0	359.6	12.0	6.5	404.4
0.1	13.7	436.8	12.1	7.6	404.4
0.0	18.9	215.2	12.1	7.8	404.4
0.0	22.2	439.1	12.1	8.8	404.4
14.9	23.6	418.8	12.1	12.4	404.4
0.4	8.5	261.7	12.2	4.9	404.4
0.2	6.7	78.6	12.2	2.6	404.4
0.0	8.4	425.5	12.2	5.5	404.4
0.0	7.2	304.5	12.3	3.5	404.4
26.7	7.2	78.3	12.3	2.8	404.4
4.3	11.0	130.8	12.3	5.1	404.4
0.4	9.5	217.2	12.4	5.7	404.4
11.9	11.2	62.6	12.4	5.7	404.4
59.9	18.0	77.2	12.4	6.5	404.4
17.1	8.3	48.9	12.5	8.1	404.8
0.4	6.7	188.2	12.5	4.7	404.8
0.0	2.1	492.8	12.5	3.9	404.8
0.0	6.2	526.4	12.5	6.1	404.8
12.1	11.7	423.1	12.6	7.8	404.8
16.2	13.8	42.7	12.6	4.8	404.8
0.1	19.2	258.9	12.6	8.0	404.8
12.3	20.8	284.4	12.7	7.8	404.8
31.3	14.5	69.0	12.7	8.9	404.8
10.2	7.9	76.4	12.7	3.6	404.8
0.5	7.6	196.2	12.8	5.3	404.8
0.0	9.1	304.6	12.8	5.5	404.8
29.4	9.5	59.1	12.8	3.6	404.8
21.0	9.0	38.0	12.8	4.6	404.8
0.2	7.2	304.6	12.9	5.2	404.8
4.7	9.7	218.5	12.9	5.2	404.8
3.2	11.0	48.1	12.9	3.9	404.8
0.2	16.9	141.5	13.0	7.6	404.8
3.4	18.4	95.9	13.0	6.6	404.8
2.2	20.1	253.7	13.0	7.9	404.8
4.4	20.5	194.1	13.0	7.4	404.8
32.1	21.0	97.7	13.1	6.3	404.8
9.6	17.7	179.4	13.1	10.1	404.8
1.0	11.8	186.2	13.1	5.0	404.8
0.0	14.8	514.4	13.1	8.2	404.8
0.1	17.1	547.8	13.2	8.1	404.8
0.1	18.6	538.4	13.2	9.2	404.8
0.2	18.7	373.8	13.2	8.9	404.8
0.6	19.2	334.3	13.3	9.5	404.8
0.4	16.0	133.3	13.3	6.7	404.8
0.1	18.7	388.0	13.3	9.0	405.3
9.4	17.8	121.5	13.3	9.3	405.3
0.0	13.0	175.2	13.4	7.2	405.3
0.0	13.8	585.4	13.4	8.4	405.3
2.6	16.3	349.4	13.4	7.7	405.3
41.0	17.6	63.1	13.4	7.1	405.3
8.9	21.6	174.7	13.5	7.1	405.3
17.0	25.1	514.7	13.5	10.1	405.3
0.4	15.8	215.0	13.5	9.6	405.3
0.2	17.5	542.4	13.5	7.9	405.3
21.1	18.5	95.5	13.6	5.9	405.3
0.3	18.8	294.7	13.6	7.5	405.3
19.4	18.6	146.3	13.6	7.2	405.3
0.8	19.5	222.9	13.6	7.7	405.3
16.5	21.7	271.6	13.6	7.7	405.3
4.3	22.7	48.4	13.7	4.5	405.3
3.3	23.2	240.9	13.7	7.9	405.3
13.9	21.7	159.0	13.7	8.2	405.3
17.9	17.0	78.1	13.7	5.6	405.3
8.1	15.6	22.7	13.7	3.6	405.3
2.0	15.7	108.7	13.8	4.8	405.3
1.4	16.0	257.9	13.8	6.9	405.3
38.1	13.7	51.2	13.8	3.5	405.3
0.5	13.8	172.1	13.8	6.8	405.3
0.0	15.8	537.0	13.8	7.8	405.3
12.8	16.1	220.1	13.9	6.1	405.3
1.4	17.8	34.1	13.9	6.7	405.3
7.8	22.9	291.4	13.9	9.6	405.3
31.3	21.8	52.7	13.9	5.3	405.3
1.7	22.1	105.9	13.9	6.0	405.3
0.2	24.4	565.2	13.9	10.5	405.3
0.0	23.6	544.5	13.9	9.7	404.4
1.8	21.2	98.6	14.0	7.4	404.4
1.1	18.6	117.6	14.0	6.2	404.4
0.0	20.1	345.5	14.0	8.5	404.4
4.8	20.6	462.1	14.0	9.9	404.4
0.0	23.0	588.6	14.0	10.5	404.4
0.0	24.3	577.6	14.0	10.7	404.4
0.2	23.6	266.2	14.0	8.6	404.4
0.0	24.2	581.6	14.0	11.5	404.4
0.0	23.8	585.7	14.0	11.5	404.4
0.0	24.2	523.8	14.0	10.3	404.4
0.0	24.1	280.3	14.1	8.1	404.4
0.5	23.3	181.0	14.1	6.0	404.4
2.4	23.0	65.9	14.1	4.7	404.4
0.9	23.8	99.3	14.1	7.1	404.4
18.0	24.4	251.1	14.1	7.3	404.4
19.0	25.1	464.5	14.1	9.3	404.4
14.9	25.4	277.5	14.1	8.3	404.4
18.3	26.0	329.1	14.1	8.9	404.4
24.2	23.7	384.7	14.1	11.5	404.4
0.1	18.8	178.7	14.1	5.8	404.4
0.1	20.6	502.7	14.1	8.6	404.4
0.0	19.8	290.7	14.1	7.5	404.4
2.3	22.9	505.3	14.1	9.6	404.4
7.1	23.5	262.9	14.1	8.1	404.4
10.7	22.9	77.9	14.1	4.6	404.4
0.3	23.7	94.8	14.1	6.0	404.4
14.9	25.3	476.0	14.1	10.0	404.4
15.8	25.6	457.7	14.1	9.6	404.4
17.0	25.7	316.7	14.1	8.9	404.4
8.4	24.3	157.1	14.1	6.9	401.7
12.4	24.6	256.6	14.1	8.0	401.7
6.6	25.5	293.7	14.0	9.2	401.7
9.9	26.3	418.0	14.0	9.6	401.7
9.4	26.1	429.9	14.0	10.7	401.7
4.1	26.6	595.5	14.0	11.1	401.7
0.0	26.6	610.2	14.0	10.6	401.7
0.6	26.9	572.8	14.0	10.0	401.7
0.3	27.2	572.3	14.0	10.2	401.7
0.0	27.5	604.8	14.0	10.3	401.7
0.2	27.8	526.8	14.0	9.2	401.7
1.5	27.1	480.4	14.0	9.6	401.7
0.5	27.0	492.7	13.9	9.8	401.7
1.3	28.0	508.1	13.9	9.7	401.7
20.3	25.4	230.6	13.9	8.2	401.7
11.6	25.4	463.9	13.9	10.9	401.7
0.1	26.1	573.5	13.9	10.5	401.7
0.1	27.1	537.2	13.9	10.6	401.7
12.0	25.7	286.9	13.9	8.0	401.7
19.6	25.4	238.5	13.8	7.9	401.7
7.1	24.6	89.7	13.8	6.3	401.7
9.5	25.5	441.8	13.8	8.6	401.7
11.8	25.0	500.8	13.8	9.5	401.7
3.6	24.6	337.7	13.8	7.6	401.7
1.2	24.5	193.7	13.7	7.0	401.7
0.4	24.7	373.3	13.7	9.0	401.7
0.1	24.7	492.9	13.7	9.9	401.7
0.0	25.3	591.1	13.7	10.5	401.7
0.0	25.8	513.4	13.7	10.7	401.7
0.0	26.4	601.3	13.6	11.3	401.7
0.0	27.2	574.7	13.6	12.1	401.7
0.0	27.5	602.5	13.6	13.3	399.3
0.0	27.6	597.2	13.6	12.6	399.3
0.3	28.5	563.4	13.6	11.6	399.3
13.1	26.9	419.0	13.5	10.5	399.3
8.5	25.7	323.6	13.5	8.8	399.3
2.5	26.2	535.9	13.5	10.6	399.3
2.9	26.0	544.7	13.5	10.5	399.3
1.6	26.4	554.3	13.4	10.1	399.3
7.0	26.0	539.9	13.4	10.6	399.3
14.0	25.6	384.1	13.4	8.1	399.3
5.7	24.6	172.3	13.4	7.7	399.3
5.3	24.7	259.5	13.3	7.5	399.3
6.7	25.2	347.5	13.3	8.7	399.3
6.3	25.7	329.6	13.3	8.4	399.3
10.9	25.4	320.2	13.3	9.1	399.3
3.0	25.0	123.7	13.2	7.0	399.3
7.4	25.0	176.7	13.2	7.2	399.3
15.2	24.6	188.7	13.2	7.1	399.3
0.3	23.4	98.0	13.2	5.6	399.3
13.9	25.1	354.8	13.1	8.3	399.3
2.5	25.7	486.0	13.1	9.4	399.3
0.7	26.0	442.0	13.1	8.1	399.3
0.4	26.1	433.6	13.1	8.3	399.3
0.9	25.3	348.5	13.0	7.5	399.3
0.1	25.1	476.7	13.0	8.5	399.3
0.0	24.0	529.9	13.0	9.5	399.3
0.0	23.9	540.2	12.9	10.1	399.3
0.5	24.9	456.2	12.9	8.2	399.3
1.4	23.2	91.9	12.9	7.9	399.3
0.1	26.0	484.8	12.9	9.7	399.3
11.0	25.6	432.6	12.8	9.4	399.3
18.0	24.7	427.2	12.8	8.8	398.5
9.2	24.4	478.2	12.8	8.8	398.5
10.6	23.5	441.0	12.7	7.9	398.5
0.4	24.1	410.7	12.7	8.5	398.5
0.0	24.7	373.6	12.7	8.7	398.5
0.0	25.5	454.6	12.7	8.4	398.5
0.0	25.4	275.4	12.6	8.1	398.5
1.8	25.3	189.1	12.6	7.5	398.5
2.8	22.9	61.6	12.6	6.1	398.5
0.0	20.3	488.6	12.5	8.1	398.5
0.0	21.3	503.0	12.5	7.3	398.5
0.0	22.1	481.7	12.5	8.0	398.5
0.0	21.2	84.9	12.4	4.9	398.5
0.1	22.5	336.8	12.4	7.9	398.5
0.1	24.5	408.6	12.4	8.7	398.5
0.1	24.4	397.9	12.4	8.6	398.5
0.4	21.9	313.3	12.3	7.0	398.5
0.0	21.1	443.3	12.3	8.0	398.5
0.0	21.7	468.8	12.3	8.5	398.5
0.0	22.4	453.0	12.2	9.4	398.5
0.0	15.9	448.2	12.2	6.5	398.5
0.0	16.4	480.4	12.2	7.0	398.5
0.0	17.8	448.3	12.1	8.1	398.5
0.0	19.7	348.7	12.1	7.8	398.5
0.0	19.8	465.5	12.1	9.5	398.5
0.0	19.7	452.8	12.1	9.1	398.5
0.0	20.2	446.8	12.0	8.4	398.5
0.2	21.3	177.7	12.0	6.9	398.5
0.0	20.8	442.4	12.0	9.3	398.5
0.0	20.1	457.1	11.9	9.6	398.5
0.0	20.0	453.6	11.9	9.4	398.9
0.0	21.1	440.4	11.9	9.0	398.9
0.0	21.5	429.7	11.8	8.4	398.9
0.0	19.8	379.4	11.8	8.1	398.9
0.0	17.6	439.2	11.8	7.9	398.9
0.0	17.3	436.1	11.8	7.8	398.9
0.0	19.3	431.4	11.7	7.6	398.9
0.0	16.5	415.3	11.7	6.6	398.9
0.0	14.7	205.2	11.7	6.0	398.9
0.0	16.6	313.9	11.6	7.1	398.9
0.0	18.0	395.8	11.6	8.0	398.9
0.0	18.7	373.3	11.6	7.5	398.9
0.0	21.1	364.1	11.5	7.9	398.9
0.0	22.3	370.0	11.5	7.7	398.9
0.0	23.1	384.9	11.5	7.5	398.9
0.1	22.8	342.6	11.5	7.7	398.9
0.0	21.8	382.3	11.4	7.6	398.9
0.0	22.2	373.2	11.4	7.5	398.9
0.0	21.4	369.1	11.4	7.1	398.9
0.0	19.3	338.8	11.3	6.7	398.9
0.0	18.1	379.2	11.3	6.8	398.9
0.0	16.4	382.7	11.3	6.9	398.9
0.0	16.5	384.9	11.3	6.5	398.9
0.0	17.5	374.8	11.2	6.3	398.9
0.0	16.4	369.3	11.2	6.2	398.9
0.0	15.4	358.7	11.2	5.6	398.9
0.0	15.6	302.6	11.1	6.0	398.9
0.0	15.4	366.5	11.1	5.9	398.9
0.0	15.6	365.7	11.1	6.1	398.9
0.0	15.1	359.5	11.1	6.2	398.9
0.0	15.4	358.0	11.0	6.1	398.9
0.0	13.6	353.5	11.0	5.8	401.2
0.0	9.9	365.4	11.0	5.2	401.2
0.0	11.7	353.6	10.9	5.6	401.2
0.0	14.2	303.2	10.9	5.8	401.2
0.0	16.2	212.5	10.9	5.6	401.2
0.0	16.6	310.8	10.9	5.7	401.2
0.0	17.7	307.9	10.8	5.7	401.2
1.6	17.4	88.3	10.8	4.5	401.2
0.0	14.0	137.3	10.8	4.3	401.2
0.0	14.0	295.7	10.8	4.6	401.2
0.0	15.8	310.0	10.7	5.2	401.2
1.1	16.2	156.4	10.7	4.2	401.2
2.0	11.3	57.2	10.7	3.6	401.2
0.0	11.9	293.9	10.7	4.8	401.2
0.0	12.1	323.3	10.7	5.1	401.2
0.0	7.7	327.0	10.6	4.1	401.2
0.0	9.1	315.4	10.6	4.6	401.2
0.0	11.0	132.4	10.6	4.2	401.2
0.0	11.2	276.9	10.6	5.1	401.2
0.0	11.5	307.6	10.5	5.1	401.2
0.0	11.5	309.2	10.5	5.1	401.2
0.0	11.9	303.8	10.5	5.1	401.2
0.1	10.1	111.4	10.5	4.1	401.2
0.0	12.8	300.5	10.5	5.0	401.2
0.7	17.8	278.5	10.4	5.0	401.2
3.6	16.6	17.9	10.4	4.6	401.2
0.2	8.6	54.0	10.4	3.1	401.2
0.1	9.1	214.9	10.4	3.6	401.2
0.1	1.9	219.3	10.4	2.9	401.2
0.0	-0.4	302.2	10.4	2.4	401.2
0.0	3.4	259.8	10.3	3.5	403.4
0.0	9.3	280.2	10.3	4.6	403.4
0.0	9.4	257.8	10.3	4.6	403.4
0.6	12.1	179.4	10.3	4.5	403.4
0.1	10.4	234.3	10.3	4.3	403.4
0.2	11.6	245.2	10.3	5.0	403.4
0.0	3.1	259.1	10.3	2.2	403.4
0.0	0.7	287.1	10.3	2.6	403.4
0.0	4.2	237.9	10.3	3.1	403.4
0.4	9.8	188.7	10.2	3.8	403.4
0.1	12.8	140.0	10.2	4.1	403.4
0.0	15.4	222.8	10.2	5.0	403.4
0.0	16.5	259.4	10.2	5.1	403.4
0.6	18.5	257.4	10.2	5.3	403.4
4.7	14.2	47.2	10.2	3.8	403.4
0.5	7.2	57.4	10.2	2.5	403.4
0.7	8.0	182.4	10.2	2.6	403.4
4.8	9.7	119.1	10.2	3.2	403.4
5.5	5.3	34.9	10.2	1.3	403.4
0.5	3.2	76.7	10.2	2.1	403.4
0.0	3.1	125.7	10.2	1.6	403.4
0.0	1.4	274.8	10.2	2.6	403.4
0.0	0.8	274.2	10.2	2.3	403.4
0.1	0.1	69.6	10.2	1.7	403.4
0.0	-2.4	226.6	10.2	2.0	403.4
0.0	-0.5	274.7	10.2	2.3	403.4
0.1	1.0	45.6	10.2	1.4	403.4
0.0	1.0	264.9	10.2	2.6	403.4
0.0	-0.9	282.3	10.2	2.4	403.4
0.0	-2.4	279.6	10.2	2.1	403.4
0.0	-1.1	267.5	10.2	2.2	403.4
0.0	4.4	216.1	10.2	3.1	405.5
1.2	11.3	232.9	10.2	4.7	405.5
32.8	12.7	34.1	10.2	2.8	405.5
1.9	6.2	100.5	10.2	2.8	405.5
9.7	0.7	21.5	10.3	2.2	405.5
0.3	-4.6	193.9	10.3	1.4	405.5
0.0	-4.9	290.1	10.3	1.5	405.5
0.0	-3.5	297.0	10.3	1.8	405.5
0.0	-3.5	300.9	10.3	1.7	405.5
0.0	-4.3	300.0	10.3	1.9	405.5
0.0	-4.1	298.5	10.3	2.1	405.5
0.0	-1.7	294.0	10.3	2.6	405.5
0.0	0.5	249.1	10.3	3.0	405.5
0.1	3.7	280.6	10.4	3.7	405.5
0.0	4.9	264.1	10.4	3.4	405.5
0.0	5.5	208.3	10.4	2.8	405.5
0.0	4.8	181.8	10.4	2.8	405.5
0.0	8.2	285.3	10.4	4.1	405.5
2.1	11.1	204.9	10.4	4.6	405.5
3.5	8.7	52.3	10.5	2.3	405.5
0.3	9.8	112.4	10.5	2.8	405.5
0.2	15.6	204.2	10.5	4.3	405.5
13.4	12.3	260.8	10.5	6.1	405.5
0.6	1.3	138.3	10.5	2.1	405.5
3.4	2.1	99.1	10.6	1.8	405.5
2.5	0.5	49.2	10.6	2.0	405.5
0.0	-3.1	287.4	10.6	1.8	405.5
0.0	-3.0	194.3	10.6	1.6	405.5
0.0	-1.8	334.9	10.7	2.6	405.5
0.5	2.0	181.3	10.7	2.8	405.5
0.2	-0.1	160.6	10.7	2.5	405.5
0.0	0.2	341.7	10.7	3.1	406.7
0.0	2.5	346.2	10.8	3.7	406.7
0.0	5.4	345.5	10.8	4.4	406.7
0.0	6.5	351.6	10.8	4.8	406.7
0.0	7.7	355.5	10.8	5.2	406.7
0.0	9.0	349.2	10.9	5.7	406.7
0.0	10.2	290.6	10.9	5.7	406.7
0.0	10.2	293.3	10.9	6.0	406.7
0.3	9.6	356.3	10.9	4.9	406.7
0.2	15.8	222.1	11.0	6.4	406.7
0.0	17.1	280.9	11.0	7.4	406.7
0.0	20.0	361.7	11.0	7.8	406.7
1.1	13.9	293.3	11.0	8.6	406.7
13.6	8.3	343.8	11.1	4.7	406.7
4.4	0.4	14.8	11.1	2.8	406.7
7.7	-2.6	14.6	11.1	0.7	406.7
5.5	-2.1	15.4	11.1	1.0	406.7
11.6	-2.8	19.8	11.2	0.6	406.7
25.5	-1.3	22.1	11.2	1.3	406.7
9.0	-0.8	42.8	11.2	1.3	406.7
0.0	-1.7	331.0	11.3	2.6	406.7
0.0	0.6	305.0	11.3	3.2	406.7
0.0	0.9	186.0	11.3	2.3	406.7
34.0	1.4	94.2	11.4	2.5	406.7
19.7	5.4	32.1	11.4	2.5	406.7
1.8	3.6	57.5	11.4	2.5	406.7
0.9	2.5	174.8	11.4	2.3	406.7
0.4	3.5	308.7	11.5	3.7	406.7
2.7	5.3	258.5	11.5	3.7	406.7
21.5	9.3	40.6	11.5	4.9	407.5
7.0	10.2	53.5	11.6	4.8	407.5
0.8	7.6	122.9	11.6	3.2	407.5
2.1	9.1	284.5	11.6	4.5	407.5
43.5	5.3	27.7	11.6	2.8	407.5
7.3	2.0	32.7	11.7	2.4	407.5
7.8	3.7	308.2	11.7	3.3	407.5
11.1	3.0	59.5	11.7	2.3	407.5
17.7	8.1	102.0	11.8	4.2	407.5
19.5	11.2	49.4	11.8	4.0	407.5
1.4	7.8	137.6	11.8	4.2	407.5
1.0	6.5	114.7	11.9	2.8	407.5
18.2	9.3	134.5	11.9	4.5	407.5
15.3	11.9	71.7	11.9	5.8	407.5
1.3	8.8	151.6	12.0	3.5	407.5
6.7	10.1	202.4	12.0	4.7	407.5
27.1	10.3	31.6	12.0	3.6	407.5
6.8	13.8	110.9	12.0	7.8	407.5
1.4	6.9	120.5	12.1	2.4	407.5
0.6	7.1	283.4	12.1	4.5	407.5
0.0	9.2	406.8	12.1	5.2	407.5
0.1	12.2	480.2	12.2	7.3	407.5
3.0	15.3	370.2	12.2	7.5	407.5
21.2	10.5	83.7	12.2	4.4	407.5
6.1	9.0	91.3	12.3	2.9	407.5
0.0	14.2	241.3	12.3	6.5	407.5
0.0	17.8	482.9	12.3	8.1	407.5
0.3	20.4	476.5	12.4	8.8	407.5
14.8	20.8	461.0	12.4	10.5	407.5
0.5	12.4	165.0	12.4	4.5	407.5
42.5	13.6	134.6	12.4	5.0	407.5
14.1	10.7	50.7	12.5	7.2	408.2
2.3	8.3	92.1	12.5	3.3	408.2
0.0	6.6	211.1	12.5	5.1	408.2
11.8	7.7	155.6	12.6	4.5	408.2
2.0	6.3	92.2	12.6	2.4	408.2
0.6	6.9	152.7	12.6	4.2	408.2
4.9	10.9	416.0	12.7	6.4	408.2
8.9	14.5	82.0	12.7	6.0	408.2
14.1	11.6	70.5	12.7	9.2	408.2
0.0	7.4	490.7	12.7	5.8	408.2
15.5	13.1	362.1	12.8	7.1	408.2
0.1	12.3	231.0	12.8	6.5	408.2
0.0	10.9	554.1	12.8	7.5	408.2
0.0	13.8	459.7	12.9	7.4	408.2
0.0	14.2	485.1	12.9	8.6	408.2
0.0	16.1	510.9	12.9	9.6	408.2
0.0	17.4	543.5	12.9	10.2	408.2
0.0	19.0	541.7	13.0	9.7	408.2
0.0	19.5	492.9	13.0	8.0	408.2
5.2	18.2	104.6	13.0	4.8	408.2
23.3	18.2	59.6	13.1	4.5	408.2
13.1	21.5	86.2	13.1	6.2	408.2
2.9	11.4	139.5	13.1	9.0	408.2
1.2	10.9	170.7	13.1	4.8	408.2
0.7	12.9	304.8	13.2	6.4	408.2
6.4	13.6	142.9	13.2	5.4	408.2
3.9	14.4	301.9	13.2	6.3	408.2
0.2	16.1	528.7	13.3	8.9	408.2
0.1	20.2	529.7	13.3	10.8	408.2
10.0	19.4	165.2	13.3	8.0	408.2
3.6	19.1	143.1	13.3	7.1	408.9
4.7	22.5	220.9	13.4	7.9	408.9
12.1	22.3	178.4	13.4	8.0	408.9
21.7	22.5	194.9	13.4	8.5	408.9
19.1	18.3	59.9	13.4	5.7	408.9
9.3	17.4	73.4	13.5	2.7	408.9
2.9	19.4	61.1	13.5	6.6	408.9
29.9	21.8	222.0	13.5	7.6	408.9
39.2	19.9	73.2	13.5	4.9	408.9
25.5	17.1	56.5	13.5	7.5	408.9
12.6	14.5	223.7	13.6	5.9	408.9
12.0	18.2	69.3	13.6	7.4	408.9
17.2	19.3	74.9	13.6	6.6	408.9
4.4	22.4	159.2	13.6	7.6	408.9
8.4	24.4	448.8	13.7	9.5	408.9
3.5	22.5	164.6	13.7	7.2	408.9
14.2	19.6	108.1	13.7	7.8	408.9
0.4	18.3	252.8	13.7	6.2	408.9
13.4	16.4	85.4	13.7	4.2	408.9
0.1	18.3	393.4	13.8	8.8	408.9
0.1	21.6	580.1	13.8	10.2	408.9
0.2	21.4	290.3	13.8	9.0	408.9
0.0	21.1	579.5	13.8	10.7	408.9
0.0	20.4	451.6	13.8	10.3	408.9
0.0	20.3	271.5	13.8	8.3	408.9
78.9	19.8	95.4	13.9	4.4	408.9
10.4	21.3	86.7	13.9	6.6	408.9
1.6	19.4	140.7	13.9	6.9	408.9
1.5	19.1	325.2	13.9	8.1	408.9
1.1	19.0	313.8	13.9	8.6	408.9
19.9	19.9	336.4	13.9	7.4	408.9
1.4	20.7	109.0	14.0	6.3	408.2
0.2	22.4	581.8	14.0	12.1	408.2
9.0	22.8	525.6	14.0	11.2	408.2
2.5	18.8	340.4	14.0	6.3	408.2
0.7	20.3	381.0	14.0	8.8	408.2
0.3	22.6	501.1	14.0	9.8	408.2
4.0	22.7	391.5	14.0	8.5	408.2
6.8	20.3	107.2	14.0	5.8	408.2
1.2	21.5	426.5	14.0	9.4	408.2
0.7	19.5	471.3	14.0	8.5	408.2
0.0	22.1	610.0	14.0	9.7	408.2
2.7	22.3	402.5	14.1	9.0	408.2
0.8	20.6	340.1	14.1	8.9	408.2
0.1	21.7	560.7	14.1	9.8	408.2
0.2	22.4	467.2	14.1	10.0	408.2
36.3	24.6	473.6	14.1	10.1	408.2
51.2	22.0	34.9	14.1	5.4	408.2
1.9	18.5	97.1	14.1	6.2	408.2
0.4	19.6	435.1	14.1	8.9	408.2
0.0	20.0	589.1	14.1	10.0	408.2
0.0	20.4	595.1	14.1	8.9	408.2
0.0	22.3	519.0	14.1	9.9	408.2
0.0	25.3	549.8	14.1	10.3	408.2
7.8	25.3	382.0	14.1	9.8	408.2
12.8	24.7	311.7	14.1	9.4	408.2
11.1	25.6	378.7	14.1	9.1	408.2
0.1	26.6	347.6	14.1	8.6	408.2
19.2	26.3	437.0	14.1	9.4	408.2
44.2	25.3	143.1	14.1	6.0	408.2
45.0	25.5	166.5	14.1	6.8	408.2
35.1	24.8	129.8	14.1	6.9	405.4
23.5	25.9	436.7	14.0	9.5	405.4
12.7	26.4	565.6	14.0	10.2	405.4
0.8	27.6	598.8	14.0	10.9	405.4
0.5	28.0	584.3	14.0	10.3	405.4
6.4	27.3	503.2	14.0	10.6	405.4
0.1	27.6	462.5	14.0	11.7	405.4
0.0	26.6	566.8	14.0	10.7	405.4
13.4	25.5	371.0	14.0	8.2	405.4
17.3	25.9	347.7	14.0	8.8	405.4
21.7	26.2	264.7	14.0	8.7	405.4
8.4	26.2	301.1	13.9	8.5	405.4
11.3	26.8	521.8	13.9	9.7	405.4
16.8	26.2	268.8	13.9	8.3	405.4
11.7	26.3	375.3	13.9	8.3	405.4
9.0	26.9	557.3	13.9	11.6	405.4
0.3	26.8	438.2	13.9	10.0	405.4
0.1	25.4	451.8	13.9	9.8	405.4
0.1	26.0	576.7	13.8	9.3	405.4
0.1	27.6	594.6	13.8	10.6	405.4
11.2	27.2	550.1	13.8	10.9	405.4
12.4	26.9	532.8	13.8	10.8	405.4
10.4	27.0	468.9	13.8	10.4	405.4
4.9	27.3	495.1	13.8	9.5	405.4
4.8	27.7	533.8	13.7	10.3	405.4
9.2	27.5	487.5	13.7	10.6	405.4
10.8	27.2	443.4	13.7	9.7	405.4
20.8	26.2	380.2	13.7	8.7	405.4
14.2	24.9	216.3	13.7	7.9	405.4
5.0	25.5	440.5	13.6	9.3	405.4
13.2	25.4	497.8	13.6	9.5	405.4
17.4	25.5	454.3	13.6	8.5	403.0
18.3	25.7	406.0	13.6	8.4	403.0
