rain[mm]	temperature[°C]	irradiance[μmol/s/m2]	day_length[h]	PET[mm]	co2[ppm]
0.9	10.0	99.7	10.2	2.8	403.8
0.1	12.6	171.0	10.2	3.6	403.8
0.1	14.5	188.7	10.2	4.4	403.8
3.9	14.7	89.9	10.3	4.1	403.8
0.1	6.3	274.1	10.3	3.4	403.8
0.0	1.8	110.9	10.3	2.2	403.8
0.0	3.7	289.7	10.3	3.2	403.8
0.2	7.5	283.5	10.3	3.5	403.8
17.4	11.6	72.4	10.3	3.5	403.8
11.6	6.2	29.4	10.3	3.9	403.8
0.1	3.5	209.1	10.3	2.3	403.8
0.1	3.3	297.1	10.4	3.0	403.8
0.0	0.3	247.0	10.4	1.9	403.8
0.0	0.6	299.3	10.4	2.2	403.8
0.0	4.4	305.2	10.4	3.3	403.8
0.0	6.0	309.3	10.4	4.0	403.8
0.0	0.5	272.4	10.4	3.0	403.8
0.0	-1.4	306.5	10.5	2.3	403.8
0.0	-1.3	310.8	10.5	2.6	403.8
0.0	0.9	262.6	10.5	2.7	403.8
0.0	3.8	218.7	10.5	3.2	403.8
1.7	8.7	130.2	10.5	3.7	403.8
12.7	10.9	227.7	10.6	4.0	403.8
14.0	7.2	29.7	10.6	1.6	403.8
0.7	6.7	193.6	10.6	3.2	403.8
0.0	4.3	293.4	10.6	3.3	403.8
3.4	4.2	275.6	10.6	2.7	403.8
12.7	6.1	38.5	10.7	3.0	403.8
2.8	5.0	109.1	10.7	2.3	403.8
3.5	8.7	68.6	10.7	2.3	403.8
1.1	7.9	126.9	10.7	2.9	403.8
6.2	7.3	74.7	10.8	2.4	403.8
5.7	5.0	17.4	10.8	2.0	403.8
2.2	4.9	46.6	10.8	2.2	403.8
6.3	6.8	44.2	10.8	3.1	403.8
3.6	4.2	55.9	10.9	2.2	403.8
6.2	3.1	52.4	10.9	1.4	403.8
24.1	4.1	40.1	10.9	1.7	403.8
1.3	3.9	64.1	10.9	1.7	403.8
11.3	9.3	91.2	11.0	3.4	403.8
6.1	4.5	25.3	11.0	3.5	403.8
0.3	1.5	177.1	11.0	3.1	403.8
0.6	4.6	223.7	11.0	4.1	403.8
0.6	3.1	42.0	11.1	1.8	403.8
21.9	6.0	82.6	11.1	3.0	403.8
12.1	8.5	118.6	11.1	2.8	403.8
2.4	5.3	73.9	11.2	3.7	403.8
0.3	1.3	69.0	11.2	1.3	403.8
8.6	3.0	175.6	11.2	2.6	403.8
19.0	0.7	42.6	11.2	1.2	403.8
7.2	-0.7	57.3	11.3	1.8	403.8
0.0	0.8	319.5	11.3	3.4	403.8
0.0	4.6	401.5	11.3	4.4	403.8
12.6	7.6	301.1	11.4	4.6	403.8
20.9	8.1	25.3	11.4	3.0	403.8
0.8	6.5	106.4	11.4	2.3	403.8
18.3	5.7	73.5	11.4	3.3	403.8
0.4	6.3	167.3	11.5	3.9	403.8
17.7	3.7	43.4	11.5	2.5	404.4
6.9	5.7	81.6	11.5	2.6	404.4
9.0	3.3	37.4	11.6	3.8	404.4
0.0	-0.4	441.9	11.6	2.9	404.4
0.0	2.0	425.1	11.6	3.8	404.4
0.0	2.3	117.1	11.7	3.6	404.4
0.9	6.5	330.3	11.7	5.1	404.4
21.4	6.9	46.5	11.7	2.9	404.4
0.6	5.3	38.7	11.7	2.5	404.4
0.0	7.5	446.3	11.8	5.5	404.4
0.4	7.7	413.1	11.8	5.0	404.4
14.8	3.3	36.9	11.8	1.5	404.4
17.1	4.6	31.1	11.9	1.9	404.4
3.2	6.2	97.5	11.9	2.7	404.4
0.6	8.0	121.7	11.9	4.3	404.4
0.2	10.0	181.0	12.0	5.2	404.4
0.3	14.9	383.8	12.0	7.8	404.4
2.0	17.0	147.3	12.0	5.9	404.4
11.7	19.1	270.3	12.1	8.0	404.4
22.2	3.5	19.9	12.1	6.8	404.4
0.1	1.8	319.8	12.1	4.0	404.4
0.2	7.2	471.6	12.1	5.6	404.4
6.3	14.1	77.8	12.2	7.2	404.4
5.1	16.6	134.4	12.2	7.8	404.4
2.4	8.9	351.4	12.2	5.6	404.4
6.3	5.2	138.4	12.3	2.7	404.4
1.4	7.6	83.1	12.3	3.3	404.4
0.0	5.7	515.5	12.3	5.4	404.4
0.7	10.3	484.2	12.4	6.6	404.4
0.3	12.2	319.1	12.4	7.3	404.4
0.8	15.3	76.4	12.4	7.2	404.4
1.0	17.3	76.2	12.5	5.5	404.8
0.7	20.8	363.0	12.5	9.5	404.8
0.0	24.3	487.5	12.5	9.3	404.8
0.3	27.0	491.1	12.5	9.4	404.8
7.0	25.4	414.5	12.6	9.1	404.8
18.8	23.3	315.4	12.6	10.1	404.8
2.5	21.4	168.3	12.6	5.4	404.8
0.6	23.3	472.0	12.7	11.9	404.8
6.5	9.3	37.2	12.7	6.8	404.8
0.8	7.3	118.4	12.7	3.2	404.8
14.6	8.3	228.0	12.8	4.8	404.8
3.3	8.9	124.9	12.8	3.9	404.8
0.0	9.2	535.3	12.8	6.0	404.8
7.2	9.0	161.5	12.8	5.3	404.8
0.2	13.2	420.8	12.9	7.7	404.8
3.3	16.6	133.5	12.9	6.6	404.8
0.1	22.3	422.8	12.9	9.3	404.8
7.4	21.8	188.6	13.0	7.0	404.8
34.1	14.3	43.9	13.0	10.1	404.8
0.6	10.5	394.8	13.0	5.9	404.8
1.2	7.7	114.0	13.0	4.2	404.8
1.2	12.0	416.7	13.1	6.2	404.8
0.7	14.6	372.7	13.1	7.3	404.8
0.0	17.1	447.2	13.1	8.0	404.8
0.0	18.1	487.2	13.1	8.9	404.8
3.8	20.4	499.1	13.2	8.9	404.8
2.2	21.9	248.7	13.2	9.2	404.8
0.5	24.4	348.6	13.2	7.8	404.8
12.3	24.5	322.2	13.3	8.9	404.8
2.1	26.1	441.8	13.3	9.1	404.8
1.0	22.9	195.8	13.3	8.7	405.3
3.7	24.3	337.9	13.3	8.1	405.3
2.0	24.9	501.3	13.4	11.0	405.3
13.3	19.5	429.3	13.4	12.6	405.3
0.3	14.9	161.1	13.4	5.4	405.3
0.1	17.6	381.9	13.4	7.3	405.3
0.2	22.7	486.2	13.5	10.6	405.3
1.1	24.1	454.8	13.5	9.7	405.3
3.6	23.2	196.5	13.5	7.9	405.3
8.3	21.8	98.1	13.5	5.2	405.3
15.7	18.6	271.5	13.6	10.8	405.3
0.0	17.9	599.9	13.6	8.4	405.3
0.0	19.2	399.6	13.6	8.7	405.3
9.5	17.8	302.6	13.6	6.5	405.3
0.5	19.7	473.2	13.6	9.4	405.3
0.0	21.1	576.8	13.7	10.8	405.3
0.0	19.6	600.5	13.7	10.3	405.3
0.0	21.8	500.1	13.7	10.6	405.3
0.0	20.4	208.5	13.7	9.3	405.3
0.0	22.3	605.6	13.7	10.9	405.3
0.0	24.5	535.0	13.8	10.2	405.3
28.8	23.1	276.8	13.8	10.1	405.3
0.0	19.0	592.1	13.8	10.6	405.3
0.0	20.7	616.6	13.8	9.6	405.3
0.0	23.6	467.3	13.8	10.0	405.3
26.0	23.3	451.5	13.9	13.4	405.3
5.2	12.8	44.2	13.9	4.0	405.3
0.0	14.0	160.0	13.9	5.4	405.3
0.1	14.8	368.1	13.9	7.9	405.3
0.0	17.9	563.7	13.9	9.9	405.3
0.0	18.3	345.2	13.9	7.9	405.3
0.0	18.2	273.2	13.9	6.7	404.4
3.5	20.0	214.0	14.0	7.4	404.4
2.6	23.0	315.6	14.0	10.3	404.4
11.1	24.2	194.4	14.0	8.7	404.4
3.9	20.5	134.2	14.0	8.1	404.4
0.0	21.8	388.1	14.0	9.3	404.4
2.5	22.9	508.8	14.0	10.8	404.4
0.8	23.8	332.3	14.0	8.6	404.4
1.6	21.3	107.0	14.0	6.8	404.4
0.0	21.1	426.7	14.0	8.3	404.4
0.5	22.9	389.0	14.0	8.6	404.4
19.7	21.1	38.3	14.1	3.3	404.4
0.3	21.5	85.3	14.1	6.3	404.4
0.0	22.7	391.1	14.1	9.5	404.4
1.3	23.9	557.7	14.1	10.3	404.4
0.0	22.3	300.1	14.1	9.3	404.4
1.5	23.9	615.3	14.1	12.2	404.4
0.8	24.9	597.5	14.1	11.0	404.4
0.0	25.6	564.7	14.1	11.4	404.4
0.0	27.0	549.9	14.1	11.5	404.4
17.2	26.3	451.1	14.1	9.6	404.4
13.2	23.3	292.2	14.1	8.6	404.4
0.1	24.3	435.3	14.1	10.5	404.4
0.5	24.5	346.3	14.1	11.4	404.4
1.3	24.7	538.2	14.1	10.1	404.4
50.4	22.2	37.2	14.1	4.0	404.4
6.1	21.9	156.9	14.1	7.3	404.4
0.7	21.3	430.5	14.1	7.9	404.4
0.0	23.7	396.2	14.1	8.8	404.4
3.2	25.7	426.4	14.1	11.3	404.4
38.2	24.1	76.9	14.1	4.5	401.7
1.2	24.3	293.8	14.1	9.3	401.7
1.7	26.1	388.4	14.0	9.6	401.7
7.5	26.4	394.1	14.0	9.9	401.7
3.9	26.8	526.1	14.0	11.1	401.7
8.8	26.7	478.0	14.0	10.2	401.7
18.6	26.7	442.5	14.0	9.6	401.7
6.7	26.8	389.4	14.0	9.0	401.7
8.4	27.1	584.9	14.0	11.1	401.7
14.2	26.8	480.4	14.0	10.2	401.7
1.4	26.5	559.8	14.0	10.4	401.7
15.9	25.8	503.2	14.0	9.1	401.7
12.4	25.5	459.3	13.9	8.7	401.7
11.7	26.1	462.9	13.9	9.6	401.7
15.3	26.3	424.2	13.9	10.2	401.7
1.9	26.9	532.3	13.9	9.9	401.7
3.9	26.4	428.0	13.9	8.7	401.7
4.5	25.9	303.1	13.9	7.6	401.7
2.2	26.4	378.8	13.9	8.1	401.7
3.6	26.3	363.2	13.8	8.5	401.7
1.3	26.2	379.3	13.8	8.2	401.7
12.0	25.8	381.8	13.8	8.9	401.7
16.8	25.3	323.0	13.8	7.6	401.7
11.0	25.1	247.3	13.8	7.3	401.7
7.9	24.8	95.1	13.7	5.4	401.7
8.8	24.7	153.4	13.7	5.5	401.7
6.1	25.4	202.9	13.7	7.3	401.7
11.8	25.9	282.4	13.7	9.3	401.7
6.6	25.8	407.2	13.7	9.3	401.7
0.9	25.1	270.1	13.6	7.7	401.7
0.3	25.4	480.7	13.6	8.9	401.7
0.3	25.9	505.5	13.6	9.6	399.3
1.2	26.4	571.6	13.6	10.0	399.3
1.9	26.8	552.2	13.6	10.9	399.3
6.5	26.6	576.2	13.5	11.0	399.3
0.2	26.8	521.2	13.5	10.3	399.3
2.7	26.2	512.8	13.5	9.8	399.3
1.9	26.5	514.2	13.5	9.9	399.3
14.5	23.7	124.5	13.4	6.0	399.3
27.1	22.9	36.3	13.4	2.4	399.3
14.9	23.7	102.9	13.4	5.3	399.3
15.2	24.0	204.6	13.4	7.6	399.3
12.9	24.9	360.3	13.3	8.3	399.3
2.7	26.0	483.8	13.3	9.9	399.3
5.6	25.8	541.5	13.3	9.9	399.3
8.2	25.9	507.8	13.3	9.5	399.3
17.9	25.6	454.0	13.2	8.8	399.3
13.0	25.5	379.7	13.2	8.6	399.3
5.2	25.7	272.2	13.2	8.3	399.3
13.3	25.7	291.2	13.2	8.7	399.3
10.9	25.7	461.8	13.1	9.3	399.3
15.8	25.6	441.5	13.1	9.1	399.3
12.2	25.4	480.9	13.1	9.4	399.3
11.3	24.4	481.0	13.1	8.8	399.3
0.5	23.1	127.1	13.0	5.5	399.3
1.4	24.3	295.5	13.0	7.6	399.3
12.3	24.8	402.4	13.0	8.4	399.3
4.2	25.3	512.0	12.9	8.6	399.3
13.4	25.1	353.7	12.9	8.3	399.3
13.4	24.2	216.5	12.9	7.7	399.3
7.1	24.5	327.5	12.9	7.7	399.3
4.7	24.9	302.8	12.8	7.7	399.3
14.9	25.5	285.4	12.8	7.9	398.5
15.0	24.3	214.7	12.8	6.6	398.5
0.6	22.9	227.1	12.7	7.0	398.5
0.0	22.0	410.9	12.7	7.0	398.5
0.2	20.8	197.7	12.7	8.2	398.5
0.1	21.1	498.5	12.7	9.2	398.5
0.0	20.9	505.1	12.6	8.7	398.5
0.0	21.2	501.8	12.6	8.1	398.5
0.3	21.9	403.6	12.6	7.6	398.5
0.0	21.6	491.9	12.5	7.9	398.5
0.0	21.6	431.7	12.5	7.8	398.5
0.0	22.5	452.3	12.5	8.7	398.5
0.0	23.0	439.9	12.4	9.3	398.5
0.0	24.0	483.2	12.4	9.9	398.5
0.0	25.4	468.8	12.4	9.8	398.5
14.8	24.0	229.7	12.4	8.1	398.5
2.1	22.0	115.5	12.3	4.7	398.5
1.8	20.9	103.8	12.3	5.8	398.5
0.5	19.9	53.8	12.3	3.5	398.5
0.0	20.8	77.8	12.2	4.9	398.5
0.1	21.7	426.3	12.2	7.7	398.5
0.2	22.6	436.8	12.2	7.1	398.5
0.9	22.7	357.0	12.1	6.3	398.5
0.7	22.5	336.1	12.1	6.2	398.5
0.1	22.3	201.9	12.1	6.7	398.5
0.4	23.4	382.3	12.1	7.6	398.5
1.8	23.6	340.1	12.0	6.4	398.5
1.1	23.2	91.1	12.0	4.3	398.5
2.3	23.0	109.9	12.0	5.1	398.5
1.1	22.4	102.6	11.9	5.5	398.5
0.0	20.6	436.6	11.9	9.2	398.9
0.0	15.3	454.7	11.9	6.6	398.9
0.0	16.0	440.2	11.8	7.3	398.9
0.0	17.3	432.9	11.8	7.9	398.9
0.0	18.6	422.7	11.8	7.5	398.9
0.0	19.1	414.7	11.8	7.1	398.9
0.0	19.9	401.8	11.7	8.3	398.9
0.0	21.9	271.6	11.7	7.5	398.9
0.0	19.1	52.3	11.7	3.3	398.9
0.2	22.9	291.6	11.6	7.2	398.9
6.8	20.4	29.3	11.6	3.9	398.9
3.4	21.8	194.3	11.6	6.3	398.9
28.4	16.3	14.7	11.5	5.4	398.9
17.3	14.3	17.9	11.5	2.4	398.9
0.2	15.4	143.2	11.5	4.1	398.9
14.6	13.6	32.1	11.5	2.7	398.9
8.2	12.2	18.2	11.4	2.2	398.9
1.2	13.0	230.2	11.4	5.5	398.9
0.3	13.5	325.9	11.4	5.6	398.9
0.1	14.2	173.6	11.3	4.7	398.9
0.1	13.5	332.9	11.3	6.2	398.9
0.0	8.8	395.4	11.3	4.6	398.9
0.0	10.4	385.8	11.3	5.0	398.9
0.0	10.5	373.8	11.2	4.9	398.9
0.0	10.9	360.1	11.2	4.9	398.9
0.0	13.0	351.1	11.2	5.4	398.9
0.2	14.1	268.2	11.1	5.1	398.9
0.0	14.6	355.6	11.1	5.3	398.9
0.1	12.0	347.1	11.1	5.0	398.9
0.2	12.5	346.3	11.1	5.3	398.9
0.0	11.5	358.0	11.0	5.5	398.9
0.0	9.8	363.1	11.0	5.1	401.2
0.0	10.7	359.6	11.0	5.3	401.2
0.0	11.0	346.8	10.9	5.2	401.2
0.0	11.5	345.9	10.9	5.1	401.2
0.0	12.6	346.6	10.9	5.5	401.2
0.0	14.2	346.4	10.9	5.5	401.2
0.0	9.2	349.3	10.8	4.5	401.2
0.0	10.2	285.5	10.8	5.0	401.2
0.0	12.3	332.1	10.8	5.8	401.2
0.0	10.5	331.5	10.8	4.8	401.2
0.0	12.2	316.4	10.7	5.6	401.2
0.0	11.5	319.5	10.7	5.6	401.2
0.0	7.3	338.4	10.7	4.3	401.2
0.0	9.8	331.1	10.7	4.8	401.2
0.0	12.0	308.2	10.7	5.5	401.2
0.0	12.5	311.9	10.6	5.3	401.2
0.0	14.6	309.2	10.6	5.1	401.2
4.3	18.9	283.2	10.6	5.5	401.2
12.4	10.9	32.7	10.6	5.4	401.2
0.0	2.6	316.2	10.5	2.9	401.2
0.0	5.1	320.2	10.5	3.5	401.2
0.0	10.7	205.6	10.5	4.3	401.2
0.1	12.0	63.9	10.5	2.5	401.2
0.1	13.7	181.5	10.5	3.6	401.2
0.3	15.2	257.1	10.4	4.6	401.2
0.0	11.6	256.2	10.4	3.6	401.2
0.3	15.0	273.4	10.4	4.3	401.2
9.6	15.9	108.3	10.4	3.2	401.2
20.8	13.2	87.8	10.4	5.1	401.2
0.0	0.8	295.9	10.4	2.4	401.2
0.0	2.7	293.6	10.3	2.8	403.4
0.0	5.8	274.1	10.3	3.6	403.4
0.0	5.1	186.4	10.3	3.1	403.4
0.0	3.6	253.3	10.3	2.6	403.4
0.0	3.5	289.7	10.3	2.7	403.4
0.0	6.5	279.9	10.3	3.6	403.4
0.0	5.1	160.8	10.3	2.3	403.4
0.0	6.3	250.8	10.3	3.2	403.4
0.0	7.2	238.4	10.3	3.5	403.4
0.5	10.5	156.0	10.2	3.7	403.4
0.6	11.5	132.1	10.2	2.8	403.4
0.9	13.5	106.6	10.2	3.2	403.4
0.4	14.7	94.4	10.2	2.8	403.4
2.6	10.7	73.0	10.2	4.3	403.4
0.5	4.2	102.7	10.2	1.6	403.4
0.4	5.7	119.8	10.2	2.3	403.4
3.6	8.3	33.3	10.2	2.3	403.4
0.3	13.5	125.0	10.2	3.7	403.4
5.6	14.7	205.8	10.2	4.8	403.4
4.1	3.3	20.1	10.2	3.2	403.4
0.8	0.2	129.9	10.2	1.5	403.4
1.0	1.1	127.1	10.2	1.7	403.4
0.1	0.3	122.5	10.2	1.5	403.4
1.3	5.4	239.7	10.2	3.0	403.4
0.7	5.0	95.0	10.2	2.2	403.4
0.3	9.1	101.5	10.2	3.0	403.4
7.1	10.6	16.8	10.2	2.9	403.4
0.2	3.6	36.2	10.2	2.7	403.4
0.0	-3.0	273.3	10.2	1.8	403.4
0.0	-0.1	282.4	10.2	2.5	403.4
0.0	2.3	252.5	10.2	3.2	403.4
0.1	3.3	248.0	10.2	3.2	405.5
0.0	3.2	251.6	10.2	3.5	405.5
0.0	2.1	286.2	10.2	3.1	405.5
0.0	2.0	290.0	10.2	3.1	405.5
0.0	5.7	288.0	10.3	4.3	405.5
0.1	7.0	286.9	10.3	4.4	405.5
0.1	3.8	199.9	10.3	3.5	405.5
0.0	6.4	287.8	10.3	3.9	405.5
0.0	10.0	278.7	10.3	4.9	405.5
0.4	13.1	270.7	10.3	5.4	405.5
1.1	8.3	51.6	10.3	2.9	405.5
0.1	9.0	284.4	10.3	3.9	405.5
0.2	6.9	129.6	10.3	3.8	405.5
0.0	6.6	284.6	10.4	3.7	405.5
0.0	8.7	292.5	10.4	4.7	405.5
0.1	10.7	153.4	10.4	4.3	405.5
2.3	6.6	40.9	10.4	3.2	405.5
0.0	2.9	309.1	10.4	3.1	405.5
0.0	5.7	202.0	10.4	3.3	405.5
2.5	11.1	279.2	10.5	5.2	405.5
2.3	4.1	38.1	10.5	3.0	405.5
0.0	0.7	321.7	10.5	2.3	405.5
0.0	3.1	315.5	10.5	3.9	405.5
0.0	-4.6	324.2	10.5	1.7	405.5
0.0	-2.3	335.5	10.6	2.6	405.5
0.0	2.7	333.6	10.6	4.1	405.5
0.0	8.2	331.8	10.6	5.6	405.5
1.9	11.1	314.5	10.6	6.1	405.5
0.3	2.6	79.9	10.7	2.6	405.5
0.0	8.0	335.2	10.7	5.2	405.5
6.3	5.5	86.5	10.7	3.3	405.5
0.3	4.8	158.8	10.7	3.3	406.7
0.3	8.7	320.7	10.8	5.1	406.7
5.0	6.9	71.5	10.8	2.8	406.7
2.5	14.1	250.9	10.8	4.4	406.7
0.8	6.6	131.1	10.8	4.7	406.7
6.1	7.0	49.5	10.9	3.0	406.7
27.0	5.5	30.3	10.9	2.6	406.7
1.5	1.1	58.4	10.9	2.2	406.7
8.3	0.3	109.6	10.9	1.6	406.7
1.8	-2.1	241.7	11.0	2.1	406.7
0.0	-0.0	369.5	11.0	2.8	406.7
0.0	-0.3	325.3	11.0	3.0	406.7
0.0	5.5	369.1	11.0	4.4	406.7
0.0	6.6	197.5	11.1	4.6	406.7
0.1	11.2	265.5	11.1	5.9	406.7
3.6	15.3	197.4	11.1	5.4	406.7
11.5	8.7	46.6	11.1	2.7	406.7
0.0	12.8	371.5	11.2	4.6	406.7
5.4	9.0	87.6	11.2	6.4	406.7
24.2	4.1	172.1	11.2	2.3	406.7
10.0	3.9	57.9	11.3	2.9	406.7
0.1	1.1	147.0	11.3	2.0	406.7
5.1	1.2	149.0	11.3	2.0	406.7
12.3	0.1	39.3	11.4	1.4	406.7
21.0	3.4	49.0	11.4	2.6	406.7
2.7	6.8	47.0	11.4	2.7	406.7
23.7	9.6	144.5	11.4	4.0	406.7
0.0	3.1	170.8	11.5	3.7	406.7
0.8	1.2	97.3	11.5	2.2	406.7
8.1	3.1	18.3	11.5	2.9	407.5
1.9	1.5	49.0	11.6	1.8	407.5
0.1	5.7	401.0	11.6	4.5	407.5
32.7	9.5	159.4	11.6	4.9	407.5
2.2	4.4	78.3	11.6	3.2	407.5
12.5	5.2	167.7	11.7	3.2	407.5
12.3	6.5	24.1	11.7	1.9	407.5
5.3	2.7	28.4	11.7	3.4	407.5
2.4	3.8	117.7	11.8	4.0	407.5
6.0	11.7	138.9	11.8	6.0	407.5
6.1	6.1	42.7	11.8	3.2	407.5
2.6	9.0	80.0	11.9	4.2	407.5
0.9	13.2	122.4	11.9	5.8	407.5
4.4	16.1	188.7	11.9	6.3	407.5
10.0	19.4	420.7	12.0	9.5	407.5
9.0	6.4	15.4	12.0	6.0	407.5
44.1	5.0	30.3	12.0	3.2	407.5
22.1	8.0	24.3	12.0	3.3	407.5
6.2	15.3	48.4	12.1	6.1	407.5
2.9	7.4	64.1	12.1	7.2	407.5
0.1	6.5	318.9	12.1	4.0	407.5
33.6	6.6	67.1	12.2	3.2	407.5
15.0	3.0	41.4	12.2	3.1	407.5
24.8	1.5	50.5	12.2	1.6	407.5
10.8	3.9	92.0	12.3	2.8	407.5
4.0	5.1	45.5	12.3	2.3	407.5
3.1	5.3	95.0	12.3	3.1	407.5
10.7	3.8	128.4	12.4	3.1	407.5
0.4	6.2	273.2	12.4	5.3	407.5
0.1	9.1	438.8	12.4	7.0	407.5
0.6	8.2	226.1	12.4	6.8	407.5
0.0	6.9	500.8	12.5	5.2	408.2
0.0	7.3	529.7	12.5	6.5	408.2
0.3	11.8	518.9	12.5	9.1	408.2
0.0	7.8	540.0	12.6	6.5	408.2
0.1	11.6	525.1	12.6	7.5	408.2
0.9	16.4	336.9	12.6	9.2	408.2
28.7	13.6	49.8	12.7	3.2	408.2
4.0	13.2	391.4	12.7	7.9	408.2
0.0	11.5	450.2	12.7	6.7	408.2
0.5	15.6	445.1	12.7	8.4	408.2
1.7	16.3	128.2	12.8	5.5	408.2
21.1	18.9	180.9	12.8	7.6	408.2
6.6	11.8	79.3	12.8	6.5	408.2
0.1	13.7	439.0	12.9	8.0	408.2
0.0	16.6	531.3	12.9	8.6	408.2
0.1	17.7	413.4	12.9	9.2	408.2
0.0	21.7	512.5	12.9	11.1	408.2
7.2	22.4	443.6	13.0	9.0	408.2
0.8	24.7	473.5	13.0	8.4	408.2
16.0	17.3	45.3	13.0	9.7	408.2
0.0	15.0	374.0	13.1	8.7	408.2
40.1	13.7	173.0	13.1	7.3	408.2
50.2	12.1	32.1	13.1	3.3	408.2
20.8	13.6	53.9	13.1	3.9	408.2
3.5	12.8	115.8	13.2	4.0	408.2
1.0	14.8	358.1	13.2	7.2	408.2
0.0	17.2	571.9	13.2	9.5	408.2
0.0	19.8	581.2	13.3	11.2	408.2
36.5	21.4	483.9	13.3	9.1	408.2
10.4	21.0	194.3	13.3	6.9	408.2
40.9	21.3	117.3	13.3	6.8	408.9
5.8	22.0	315.2	13.4	9.9	408.9
12.5	23.3	405.2	13.4	8.7	408.9
30.8	20.5	217.6	13.4	12.7	408.9
21.0	11.3	34.8	13.4	3.8	408.9
2.9	10.7	41.6	13.5	4.0	408.9
3.5	11.5	46.6	13.5	3.1	408.9
7.4	13.6	48.3	13.5	4.6	408.9
1.1	15.9	194.4	13.5	6.0	408.9
1.4	15.9	85.3	13.5	4.2	408.9
1.0	17.0	141.4	13.6	6.0	408.9
1.0	18.6	174.4	13.6	7.5	408.9
1.6	21.0	154.4	13.6	8.1	408.9
10.7	23.8	293.3	13.6	8.0	408.9
5.9	21.5	70.2	13.7	9.6	408.9
3.7	15.6	150.7	13.7	7.4	408.9
0.0	15.2	498.1	13.7	8.3	408.9
1.3	17.7	546.3	13.7	9.0	408.9
22.1	14.8	91.2	13.7	4.8	408.9
1.5	15.8	208.0	13.8	6.4	408.9
0.3	19.1	490.5	13.8	9.8	408.9
0.1	23.0	561.2	13.8	11.8	408.9
0.1	23.3	446.8	13.8	10.9	408.9
4.5	24.1	355.8	13.8	10.4	408.9
1.3	25.7	554.6	13.8	10.6	408.9
14.2	25.4	475.5	13.9	9.3	408.9
7.2	24.3	262.4	13.9	8.3	408.9
0.1	22.3	436.3	13.9	9.1	408.9
35.1	20.9	216.2	13.9	8.8	408.9
0.4	19.5	159.5	13.9	6.2	408.9
0.2	22.3	538.6	13.9	10.1	408.9
0.0	20.4	227.3	14.0	7.1	408.2
2.1	19.4	80.5	14.0	3.8	408.2
0.4	20.3	106.0	14.0	5.1	408.2
0.8	21.3	294.7	14.0	9.4	408.2
0.1	23.7	606.6	14.0	10.8	408.2
5.1	24.5	401.2	14.0	10.7	408.2
0.5	23.3	345.4	14.0	11.3	408.2
0.3	20.1	595.9	14.0	8.4	408.2
1.5	18.5	452.5	14.0	9.3	408.2
0.0	21.6	606.5	14.0	9.7	408.2
0.0	22.6	441.1	14.0	8.9	408.2
0.0	22.3	586.5	14.1	10.8	408.2
0.0	23.2	589.7	14.1	10.4	408.2
5.1	25.2	488.2	14.1	10.7	408.2
28.3	24.1	265.6	14.1	7.6	408.2
0.3	23.1	100.1	14.1	6.2	408.2
0.1	24.7	539.1	14.1	11.5	408.2
1.5	23.4	393.5	14.1	10.0	408.2
10.6	23.8	586.5	14.1	11.4	408.2
1.0	25.1	528.2	14.1	10.1	408.2
2.9	25.7	503.6	14.1	10.1	408.2
2.6	25.9	426.5	14.1	9.9	408.2
17.4	24.1	94.2	14.1	4.3	408.2
0.6	25.8	318.7	14.1	8.2	408.2
0.1	26.0	521.6	14.1	10.4	408.2
0.2	25.4	265.4	14.1	8.9	408.2
4.2	24.7	241.6	14.1	8.3	408.2
13.2	26.7	509.5	14.1	10.2	408.2
24.5	24.7	102.4	14.1	5.4	408.2
4.2	25.9	361.0	14.1	8.9	408.2
10.4	26.0	311.9	14.1	8.7	405.4
46.8	24.7	232.9	14.0	8.3	405.4
1.2	24.2	121.0	14.0	5.3	405.4
0.3	24.6	305.8	14.0	9.2	405.4
2.2	26.1	514.0	14.0	10.6	405.4
11.4	26.9	473.6	14.0	9.7	405.4
5.2	27.0	600.9	14.0	10.1	405.4
10.4	27.2	549.4	14.0	11.0	405.4
0.9	28.1	576.0	14.0	11.5	405.4
3.1	28.1	532.0	14.0	10.8	405.4
1.1	28.5	609.6	14.0	12.0	405.4
0.0	28.5	612.1	13.9	12.0	405.4
0.0	28.6	608.6	13.9	11.4	405.4
0.0	28.3	597.4	13.9	10.8	405.4
0.5	27.4	507.2	13.9	10.0	405.4
4.3	26.7	459.4	13.9	9.9	405.4
17.4	24.9	162.6	13.9	6.2	405.4
21.9	24.3	38.7	13.9	3.3	405.4
28.6	24.1	115.8	13.8	5.4	405.4
13.1	24.3	172.6	13.8	7.0	405.4
18.5	25.7	470.8	13.8	9.1	405.4
8.4	26.1	506.8	13.8	10.1	405.4
9.3	26.8	544.8	13.8	10.4	405.4
4.7	27.0	558.2	13.8	11.9	405.4
1.5	26.9	582.0	13.7	11.5	405.4
1.2	27.2	585.3	13.7	10.7	405.4
12.4	26.6	495.3	13.7	9.5	405.4
7.3	26.9	433.4	13.7	9.8	405.4
5.4	27.2	384.0	13.7	9.2	405.4
8.6	27.2	392.5	13.6	10.2	405.4
0.1	27.7	569.1	13.6	10.9	405.4
2.7	27.3	482.7	13.6	10.0	403.0
9.9	26.6	408.2	13.6	9.9	403.0
7.9	25.6	291.1	13.5	8.4	403.0
